Terms		Difference
587		0.000425894
588		0.00042517
589		0.000424448
590		0.000423729
591		0.000423012
592		0.000422297
593		0.000421585
594		0.000420875
595		0.000420168
596		0.000419463
597		0.00041876
598		0.00041806
599		0.000417362
600		0.000416666
601		0.000415973
602		0.000415282
603		0.000414593
604		0.000413907
605		0.000413223
606		0.000412541
607		0.000411861
608		0.000411184
609		0.000410509
610		0.000409836
611		0.000409165
612		0.000408496
613		0.00040783
614		0.000407166
615		0.000406504
616		0.000405844
617		0.000405186
618		0.00040453
619		0.000403877
620		0.000403226
621		0.000402576
622		0.000401929
623		0.000401284
624		0.000400641
625		0.0004
626		0.000399361
627		0.000398724
628		0.000398089
629		0.000397456
630		0.000396825
631		0.000396196
632		0.000395569
633		0.000394944
634		0.000394322
635		0.000393701
636		0.000393082
637		0.000392464
638		0.000391849
639		0.000391236
640		0.000390625
641		0.000390015
642		0.000389408
643		0.000388802
644		0.000388199
645		0.000387597
646		0.000386997
647		0.000386399
648		0.000385802
649		0.000385208
650		0.000384615
651		0.000384024
652		0.000383435
653		0.000382848
654		0.000382263
655		0.000381679
656		0.000381097
657		0.000380517
658		0.000379939
659		0.000379362
660		0.000378788
661		0.000378215
662		0.000377643
663		0.000377074
664		0.000376506
665		0.00037594
666		0.000375375
667		0.000374812
668		0.000374251
669		0.000373692
670		0.000373134
671		0.000372578
672		0.000372024
673		0.000371471
674		0.00037092
675		0.00037037
676		0.000369822
677		0.000369276
678		0.000368731
679		0.000368188
680		0.000367647
681		0.000367107
682		0.000366569
683		0.000366032
684		0.000365497
685		0.000364963
686		0.000364431
687		0.000363901
688		0.000363372
689		0.000362845
690		0.000362319
691		0.000361794
692		0.000361271
693		0.00036075
694		0.00036023
695		0.000359712
696		0.000359195
697		0.00035868
698		0.000358166
699		0.000357654
700		0.000357143
701		0.000356633
702		0.000356125
703		0.000355619
704		0.000355113
705		0.00035461
706		0.000354107
707		0.000353607
708		0.000353107
709		0.000352609
710		0.000352113
711		0.000351617
712		0.000351123
713		0.000350631
714		0.00035014
715		0.00034965
716		0.000349162
717		0.000348675
718		0.000348189
719		0.000347705
720		0.000347222
721		0.00034674
722		0.00034626
723		0.000345781
724		0.000345304
725		0.000344827
726		0.000344352
727		0.000343879
728		0.000343406
729		0.000342935
730		0.000342466
731		0.000341997
732		0.00034153
733		0.000341064
734		0.000340599
735		0.000340136
736		0.000339674
737		0.000339213
738		0.000338753
739		0.000338295
740		0.000337838
741		0.000337382
742		0.000336927
743		0.000336474
744		0.000336021
745		0.00033557
746		0.00033512
747		0.000334672
748		0.000334224
749		0.000333778
750		0.000333333
751		0.000332889
752		0.000332447
753		0.000332005
754		0.000331565
755		0.000331126
756		0.000330688
757		0.000330251
758		0.000329815
759		0.000329381
760		0.000328947
761		0.000328515
762		0.000328084
763		0.000327654
764		0.000327225
765		0.000326797
766		0.000326371
767		0.000325945
768		0.000325521
769		0.000325097
770		0.000324675
771		0.000324254
772		0.000323834
773		0.000323415
774		0.000322997
775		0.000322581
776		0.000322165
777		0.00032175
778		0.000321337
779		0.000320924
780		0.000320513
781		0.000320102
782		0.000319693
783		0.000319285
784		0.000318877
785		0.000318471
786		0.000318066
787		0.000317662
788		0.000317259
789		0.000316857
790		0.000316456
791		0.000316055
792		0.000315656
793		0.000315258
794		0.000314861
795		0.000314465
796		0.00031407
797		0.000313676
798		0.000313283
799		0.000312891
800		0.0003125
801		0.00031211
802		0.000311721
803		0.000311332
804		0.000310945
805		0.000310559
806		0.000310174
807		0.000309789
808		0.000309406
809		0.000309023
810		0.000308642
811		0.000308261
812		0.000307882
813		0.000307503
814		0.000307125
815		0.000306748
816		0.000306372
817		0.000305997
818		0.000305623
819		0.00030525
820		0.000304878
821		0.000304507
822		0.000304136
823		0.000303767
824		0.000303398
825		0.00030303
826		0.000302663
827		0.000302297
828		0.000301932
829		0.000301568
830		0.000301205
831		0.000300842
832		0.000300481
833		0.00030012
834		0.00029976
835		0.000299401
836		0.000299043
837		0.000298686
838		0.000298329
839		0.000297974
840		0.000297619
841		0.000297265
842		0.000296912
843		0.00029656
844		0.000296208
845		0.000295858
846		0.000295508
847		0.000295159
848		0.000294811
849		0.000294464
850		0.000294118
851		0.000293772
852		0.000293427
853		0.000293083
854		0.00029274
855		0.000292398
856		0.000292056
857		0.000291715
858		0.000291375
859		0.000291036
860		0.000290698
861		0.00029036
862		0.000290023
863		0.000289687
864		0.000289352
865		0.000289017
866		0.000288684
867		0.000288351
868		0.000288018
869		0.000287687
870		0.000287356
871		0.000287026
872		0.000286697
873		0.000286369
874		0.000286041
875		0.000285714
876		0.000285388
877		0.000285063
878		0.000284738
879		0.000284414
880		0.000284091
881		0.000283768
882		0.000283447
883		0.000283126
884		0.000282805
885		0.000282486
886		0.000282167
887		0.000281849
888		0.000281531
889		0.000281215
890		0.000280899
891		0.000280584
892		0.000280269
893		0.000279955
894		0.000279642
895		0.00027933
896		0.000279018
897		0.000278707
898		0.000278396
899		0.000278087
900		0.000277778
901		0.000277469
902		0.000277162
903		0.000276855
904		0.000276549
905		0.000276243
906		0.000275938
907		0.000275634
908		0.00027533
909		0.000275027
910		0.000274725
911		0.000274424
912		0.000274123
913		0.000273822
914		0.000273523
915		0.000273224
916		0.000272926
917		0.000272628
918		0.000272331
919		0.000272035
920		0.000271739
921		0.000271444
922		0.00027115
923		0.000270856
924		0.000270563
925		0.00027027
926		0.000269978
927		0.000269687
928		0.000269396
929		0.000269106
930		0.000268817
931		0.000268528
932		0.00026824
933		0.000267953
934		0.000267666
935		0.00026738
936		0.000267094
937		0.000266809
938		0.000266524
939		0.000266241
940		0.000265957
941		0.000265675
942		0.000265393
943		0.000265111
944		0.00026483
945		0.00026455
946		0.000264271
947		0.000263991
948		0.000263713
949		0.000263435
950		0.000263158
951		0.000262881
952		0.000262605
953		0.000262329
954		0.000262054
955		0.00026178
956		0.000261506
957		0.000261233
958		0.00026096
959		0.000260688
960		0.000260417
961		0.000260146
962		0.000259875
963		0.000259605
964		0.000259336
965		0.000259067
966		0.000258799
967		0.000258531
968		0.000258264
969		0.000257998
970		0.000257732
971		0.000257466
972		0.000257202
973		0.000256937
974		0.000256673
975		0.00025641
976		0.000256147
977		0.000255885
978		0.000255624
979		0.000255363
980		0.000255102
981		0.000254842
982		0.000254582
983		0.000254323
984		0.000254065
985		0.000253807
986		0.00025355
987		0.000253293
988		0.000253036
989		0.000252781
990		0.000252525
991		0.00025227
992		0.000252016
993		0.000251762
994		0.000251509
995		0.000251256
996		0.000251004
997		0.000250752
998		0.000250501
999		0.00025025
1000		0.00025
